1	6	1
1	60	1
1	70	1
1	79	1
1	81	1
1	104	1
1	130	1
1	162	1
1	174	2
1	178	1
1	240	1
1	252	1
1	279	1
1	318	1
1	372	1
1	382	9
1	423	1
1	445	2
1	446	9
1	475	2
1	500	1
1	508	2
1	526	5
1	555	1
1	586	2
1	678	5
1	700	3
1	704	2
1	706	1
1	712	2
1	725	1
1	752	1
1	753	1
1	785	3
1	860	1
1	864	1
1	870	9
1	875	2
1	891	1
1	910	1
1	963	1
1	1038	3
6	60	1
6	70	1
6	79	1
6	130	1
6	174	1
6	382	4
6	395	1
6	445	1
6	446	3
6	456	1
6	500	1
6	526	2
6	785	1
6	870	3
6	875	1
6	992	1
6	1038	1
6	1071	1
28	66	2
28	162	1
28	382	1
28	446	2
28	469	1
28	487	1
28	526	1
28	870	1
34	48	1
34	57	1
34	66	1
34	81	1
34	97	1
34	104	2
34	151	2
34	158	1
34	162	3
34	224	1
34	234	1
34	238	1
34	244	2
34	252	1
34	277	1
34	281	1
34	291	1
34	369	1
34	382	7
34	384	1
34	395	2
34	446	12
34	477	1
34	487	1
34	494	1
34	495	1
34	500	2
34	526	6
34	555	1
34	559	1
34	586	4
34	696	1
34	700	2
34	706	1
34	735	2
34	785	1
34	839	1
34	864	2
34	870	6
34	903	1
34	906	1
34	910	1
34	1071	3
36	104	1
36	382	2
36	395	1
36	446	2
36	500	1
36	526	2
36	839	1
36	870	1
36	992	1
48	104	2
48	107	1
48	112	1
48	162	1
48	173	1
48	227	1
48	267	3
48	339	1
48	382	2
48	384	2
48	446	4
48	526	4
48	586	3
48	700	1
48	706	1
48	785	1
48	844	1
48	864	1
48	870	3
48	930	1
48	1008	1
48	1023	1
57	60	1
57	66	1
57	67	1
57	72	1
57	79	1
57	91	2
57	104	9
57	130	1
57	161	1
57	162	4
57	198	1
57	203	1
57	240	1
57	267	1
57	277	1
57	291	2
57	342	1
57	382	14
57	386	1
57	395	3
57	421	1
57	435	2
57	436	1
57	445	1
57	446	19
57	462	1
57	469	2
57	472	1
57	475	1
57	477	1
57	484	1
57	487	1
57	494	3
57	495	2
57	500	5
57	517	1
57	526	12
57	586	2
57	598	1
57	601	2
57	606	1
57	678	1
57	696	1
57	700	2
57	738	1
57	752	1
57	753	1
57	782	2
57	784	2
57	785	5
57	870	14
57	871	1
57	881	1
57	907	1
57	930	1
57	963	1
57	977	1
57	984	2
57	992	3
57	1004	1
57	1012	2
57	1071	2
60	66	1
60	72	1
60	79	2
60	91	2
60	104	3
60	130	2
60	136	1
60	178	1
60	244	1
60	252	1
60	277	1
60	279	1
60	318	2
60	382	12
60	395	2
60	445	1
60	446	13
60	456	1
60	484	1
60	500	3
60	517	1
60	522	1
60	526	9
60	559	1
60	565	1
60	627	1
60	678	2
60	700	2
60	704	1
60	712	1
60	752	3
60	779	1
60	785	7
60	844	1
60	854	1
60	864	1
60	870	12
60	871	1
60	891	1
60	903	1
60	932	1
60	992	1
60	1008	1
60	1023	1
60	1054	1
60	1059	1
60	1071	2
66	104	1
66	162	2
66	238	1
66	277	1
66	291	1
66	382	2
66	446	5
66	469	1
66	487	3
66	494	1
66	495	1
66	526	2
66	586	1
66	678	1
66	785	1
66	844	1
66	864	1
66	870	3
66	891	1
66	932	1
66	1023	1
66	1071	1
67	91	1
67	382	1
67	446	1
67	484	1
67	526	2
67	785	1
67	870	2
67	930	1
67	984	1
70	97	1
70	174	1
70	244	1
70	372	1
70	382	1
70	445	1
70	446	2
70	526	1
70	559	1
70	785	1
70	870	2
70	875	1
70	1038	1
72	79	1
72	91	1
72	97	1
72	104	1
72	131	1
72	162	2
72	178	1
72	198	1
72	203	1
72	227	1
72	244	2
72	276	1
72	277	1
72	369	1
72	382	4
72	446	5
72	469	2
72	477	1
72	494	1
72	500	1
72	517	1
72	526	3
72	555	1
72	559	1
72	577	1
72	586	1
72	598	1
72	678	1
72	785	2
72	860	1
72	870	5
72	871	1
72	881	1
72	903	1
72	1054	1
79	91	1
79	130	2
79	318	1
79	382	4
79	395	1
79	446	4
79	456	1
79	500	1
79	526	3
79	577	1
79	678	2
79	700	1
79	704	1
79	712	1
79	785	4
79	870	3
81	104	1
81	162	1
81	234	2
81	369	1
81	372	1
81	382	3
81	446	2
81	526	1
81	586	2
81	627	1
81	706	1
81	725	1
81	785	1
81	864	1
81	870	2
91	104	3
91	382	6
91	386	1
91	395	3
91	435	1
91	446	6
91	472	1
91	500	4
91	526	6
91	565	1
91	577	1
91	601	1
91	606	1
91	678	2
91	700	3
91	785	4
91	870	7
91	907	1
91	930	1
91	984	1
91	1071	1
97	104	1
97	131	1
97	151	1
97	158	1
97	162	1
97	223	1
97	227	1
97	244	3
97	276	1
97	285	1
97	369	1
97	372	1
97	382	1
97	445	1
97	446	5
97	469	1
97	526	3
97	559	4
97	586	1
97	596	1
97	678	1
97	785	2
97	870	4
97	930	1
97	985	1
97	1008	1
97	1054	1
104	107	2
104	111	1
104	112	1
104	117	1
104	119	1
104	130	2
104	136	1
104	139	1
104	140	1
104	161	2
104	162	3
104	173	1
104	198	1
104	234	1
104	244	2
104	267	3
104	276	1
104	277	3
104	285	1
104	339	1
104	382	31
104	386	2
104	395	4
104	406	1
104	435	2
104	436	1
104	445	2
104	446	32
104	462	1
104	469	2
104	472	1
104	477	2
104	494	1
104	497	1
104	500	9
104	526	17
104	559	2
104	586	5
104	596	1
104	598	1
104	601	3
104	606	1
104	644	1
104	678	6
104	700	8
104	706	2
104	713	1
104	725	1
104	735	1
104	738	1
104	752	1
104	753	1
104	754	1
104	782	2
104	784	2
104	785	6
104	797	1
104	839	2
104	844	2
104	864	2
104	870	22
104	871	1
104	881	1
104	889	1
104	891	1
104	906	1
104	907	2
104	930	3
104	932	1
104	963	1
104	977	1
104	984	2
104	992	4
104	1002	1
104	1004	1
104	1008	2
104	1012	2
104	1023	2
104	1034	1
104	1071	1
107	117	1
107	162	1
107	173	1
107	267	1
107	382	1
107	446	2
107	526	1
107	586	1
107	930	1
107	1008	1
111	112	1
111	119	2
111	277	1
111	382	2
111	446	2
111	700	1
111	706	1
111	785	2
111	870	2
111	1004	1
112	119	1
112	227	1
112	267	1
112	277	1
112	382	2
112	384	1
112	446	3
112	526	1
112	559	1
112	586	2
112	601	1
112	706	1
112	785	2
112	870	3
112	1034	1
117	240	1
117	317	1
117	342	1
117	369	1
117	382	3
117	433	2
117	446	3
117	512	1
117	555	1
117	586	2
117	735	1
117	917	1
119	277	1
119	382	2
119	446	2
119	700	1
119	706	1
119	785	2
119	870	2
119	1004	1
130	136	1
130	139	1
130	140	1
130	161	2
130	277	1
130	318	1
130	382	5
130	386	1
130	395	2
130	446	6
130	456	1
130	497	1
130	500	3
130	526	4
130	586	2
130	644	1
130	678	2
130	700	1
130	704	1
130	712	1
130	713	1
130	785	3
130	797	1
130	870	6
130	889	1
130	992	2
130	1002	1
131	227	1
131	244	1
131	339	1
131	446	2
131	469	1
131	526	1
131	559	1
131	870	1
131	1054	1
136	139	1
136	140	1
136	161	1
136	277	1
136	382	1
136	386	1
136	446	3
136	497	1
136	526	1
136	644	1
136	678	1
136	713	1
136	797	1
136	870	2
136	889	1
136	1008	1
139	140	2
139	161	1
139	277	1
139	386	2
139	446	1
139	497	2
139	644	2
139	678	1
139	713	2
139	797	2
139	870	1
139	889	2
140	161	1
140	277	1
140	386	2
140	446	1
140	497	2
140	644	2
140	678	1
140	713	2
140	797	2
140	870	1
140	889	2
149	500	1
149	785	1
149	992	1
151	158	1
151	162	1
151	224	1
151	238	1
151	277	1
151	446	2
151	555	1
151	700	1
151	870	2
151	903	1
151	1071	1
158	162	2
158	215	1
158	323	1
158	339	1
158	347	1
158	369	1
158	382	1
158	446	3
158	494	1
158	495	1
158	526	2
158	559	1
158	586	1
158	754	1
158	864	1
158	870	3
161	162	1
161	203	1
161	240	1
161	277	1
161	342	1
161	382	3
161	386	1
161	421	1
161	446	5
161	475	1
161	497	1
161	500	1
161	526	3
161	586	1
161	601	1
161	644	1
161	678	3
161	713	1
161	797	1
161	840	1
161	870	4
161	889	1
161	906	1
161	985	1
161	992	1
161	1002	1
162	173	2
162	198	1
162	203	1
162	240	1
162	244	1
162	267	2
162	276	1
162	277	1
162	291	1
162	323	1
162	347	1
162	369	3
162	382	8
162	429	1
162	436	1
162	445	1
162	446	14
162	469	2
162	477	1
162	487	1
162	494	5
162	495	3
162	512	1
162	517	1
162	526	7
162	555	2
162	559	1
162	586	5
162	598	1
162	601	1
162	606	1
162	678	2
162	696	1
162	747	1
162	753	2
162	784	1
162	840	1
162	860	1
162	864	1
162	870	9
162	871	1
162	881	2
162	891	1
162	930	2
162	963	1
162	1008	1
162	1012	1
162	1038	1
162	1071	2
173	198	1
173	267	1
173	382	2
173	429	2
173	436	2
173	446	3
173	526	1
173	586	1
173	606	2
173	747	2
173	864	1
173	870	2
173	930	1
173	1008	1
173	1038	2
174	382	2
174	445	1
174	446	2
174	475	1
174	508	1
174	526	1
174	678	1
174	870	2
174	875	2
174	963	1
174	1038	2
178	382	2
178	445	1
178	446	2
178	475	1
178	508	1
178	517	1
178	526	2
178	678	1
178	752	1
178	785	1
178	860	1
178	870	2
178	871	1
178	903	1
178	910	1
178	1038	1
198	277	1
198	382	2
198	429	1
198	436	1
198	446	2
198	469	1
198	477	1
198	494	1
198	598	1
198	606	1
198	747	1
198	864	1
198	870	2
198	881	1
198	1038	1
203	240	1
203	244	1
203	276	1
203	342	1
203	369	1
203	382	2
203	421	1
203	446	2
203	475	1
203	526	2
203	555	1
203	586	1
203	601	1
203	678	1
203	860	1
203	870	2
215	317	1
215	339	1
215	348	1
215	382	1
215	446	3
215	500	1
215	526	2
215	666	1
215	754	1
215	864	1
215	870	3
215	992	1
223	244	1
223	285	1
223	369	1
223	372	1
223	446	2
223	526	1
223	559	1
223	785	1
223	870	1
223	906	1
223	985	1
223	1002	1
223	1059	1
224	238	1
224	277	1
224	446	2
224	555	1
224	700	1
224	870	1
224	903	1
224	1071	1
227	244	1
227	267	1
227	384	1
227	446	2
227	469	1
227	526	1
227	559	1
227	586	1
227	785	1
227	870	2
227	1054	1
234	252	2
234	281	2
234	317	1
234	347	1
234	382	6
234	446	7
234	500	1
234	526	4
234	559	2
234	586	2
234	621	1
234	627	1
234	706	1
234	725	1
234	864	1
234	870	6
234	917	1
234	977	1
238	277	1
238	446	3
238	487	1
238	526	1
238	555	1
238	586	1
238	678	1
238	700	1
238	864	1
238	870	3
238	903	1
238	1071	1
240	317	1
240	342	2
240	382	4
240	421	1
240	433	1
240	446	4
240	475	1
240	522	1
240	526	3
240	555	2
240	586	3
240	596	1
240	601	1
240	678	1
240	753	1
240	870	3
240	891	1
244	252	1
244	267	1
244	276	1
244	279	1
244	285	1
244	291	1
244	369	3
244	372	1
244	382	6
244	395	1
244	445	1
244	446	12
244	469	1
244	500	1
244	526	10
244	555	1
244	559	4
244	586	5
244	735	1
244	785	3
244	854	1
244	860	1
244	864	1
244	870	8
244	977	1
244	985	1
244	1054	1
252	279	2
252	281	2
252	317	1
252	347	1
252	382	2
252	445	1
252	446	4
252	526	2
252	559	3
252	586	2
252	678	1
252	700	1
252	854	1
252	864	1
252	870	4
252	917	1
252	977	1
267	291	1
267	339	1
267	382	2
267	384	1
267	445	1
267	446	5
267	469	1
267	526	5
267	586	2
267	753	1
267	784	1
267	785	1
267	844	1
267	870	3
267	871	1
267	930	2
267	963	1
267	1008	1
267	1012	1
267	1023	1
276	369	1
276	382	2
276	445	1
276	446	2
276	526	2
276	555	1
276	559	1
276	586	2
276	596	1
276	678	1
276	860	1
276	870	1
276	930	1
276	1008	1
277	382	3
277	386	1
277	446	5
277	469	1
277	477	1
277	494	1
277	497	1
277	555	1
277	598	1
277	644	1
277	678	1
277	700	1
277	706	1
277	713	1
277	785	2
277	797	1
277	844	1
277	870	5
277	881	1
277	889	1
277	891	1
277	903	1
277	932	1
277	1023	1
277	1071	1
279	382	1
279	445	1
279	446	2
279	526	1
279	559	1
279	678	1
279	700	1
279	854	1
279	864	1
279	870	2
281	317	1
281	347	1
281	382	1
281	446	2
281	526	1
281	559	2
281	586	2
281	870	2
281	917	1
281	977	1
285	369	1
285	382	1
285	446	2
285	526	1
285	559	1
285	678	1
285	785	1
285	870	1
285	985	1
291	382	1
291	446	3
291	487	1
291	494	1
291	495	1
291	526	1
291	586	1
291	700	1
291	785	1
291	870	1
291	1004	1
291	1071	1
317	342	1
317	347	1
317	382	3
317	433	1
317	446	3
317	526	1
317	559	1
317	586	2
317	870	2
317	917	1
317	977	1
318	382	2
318	446	2
318	500	1
318	526	1
318	678	1
318	700	1
318	704	1
318	712	1
318	785	2
318	870	2
323	347	1
323	369	1
323	382	1
323	446	2
323	494	1
323	495	1
323	526	1
323	559	1
323	586	1
323	864	1
323	870	2
339	382	1
339	446	3
339	526	3
339	754	1
339	844	1
339	870	2
339	1023	1
342	382	3
342	421	1
342	433	1
342	446	3
342	475	1
342	526	2
342	586	1
342	601	1
342	678	1
342	870	2
347	369	1
347	382	2
347	446	2
347	494	1
347	495	1
347	526	1
347	559	2
347	586	2
347	864	1
347	870	2
347	917	1
347	977	1
348	446	2
348	500	1
348	666	1
348	864	1
348	870	1
348	992	1
369	382	5
369	433	1
369	446	5
369	494	1
369	495	1
369	512	1
369	526	4
369	555	2
369	559	2
369	586	5
369	735	1
369	785	1
369	860	1
369	864	1
369	870	4
369	917	1
369	985	1
372	446	3
372	526	1
372	559	1
372	586	1
372	785	2
372	870	2
372	906	1
372	1002	1
372	1059	1
382	384	2
382	386	2
382	395	8
382	406	2
382	421	2
382	423	2
382	429	2
382	433	2
382	435	3
382	436	3
382	445	5
382	446	98
382	456	2
382	462	1
382	469	4
382	472	2
382	475	3
382	477	1
382	484	1
382	487	1
382	494	2
382	495	1
382	500	22
382	508	2
382	512	1
382	517	1
382	522	3
382	526	62
382	555	4
382	559	4
382	565	1
382	577	1
382	586	22
382	596	2
382	598	2
382	601	5
382	606	4
382	621	1
382	627	2
382	666	1
382	678	14
382	696	1
382	700	14
382	704	2
382	706	6
382	712	2
382	725	2
382	735	4
382	738	2
382	747	2
382	752	4
382	753	2
